InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,InscClaimAmtReimbursed_count,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,TotalClaims,UniqueBeneficiaries,InpatientClaims,OutpatientClaims,ClaimsPerBeneficiary,InpatientRatio,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,TotalUniquePhysicians,AvgClaimDuration,MaxClaimDuration,AvgHospitalStay,MaxHospitalStay,TotalClaimsWithDates,TotalStaysWithDates,UniqueDiagnoses,UniqueProcedures,AvgMaleRatio,MostCommonRace,AvgRenalDiseaseRate,UniqueStates,UniqueCounties,AvgPartACoverage,AvgPartBCoverage,AvgBeneIPReimbursement,AvgBeneOPReimbursement
31370,348.56,1074.68,90,2516.0,27.96,90,71,2,88,1.27,0.022,31,12,18,61,1.2222222222222223,20,7.0,9,90,2,183,1,0.352,1,0.127,3,9,12.0,12.0,3994.789,2108.873
10180,328.39,686.15,31,100.0,3.23,31,30,0,31,1.03,0.0,21,3,14,38,0.3548387096774194,9,0.0,0,31,0,61,0,0.5,1,0.267,3,10,12.0,12.0,4291.667,2656.667
71490,821.72,3780.92,87,4902.0,56.34,87,83,4,83,1.05,0.046,51,14,22,87,1.4022988505747127,20,8.75,15,87,4,188,5,0.494,1,0.169,14,26,11.855,12.0,6811.325,1617.711
6050,288.1,503.25,21,0.0,0.0,21,19,0,21,1.11,0.0,9,0,4,13,0.3333333333333333,6,0.0,0,21,0,46,0,0.474,1,0.105,1,7,11.368,11.895,7043.158,1586.842
17990,666.3,2130.92,27,2176.0,80.59,27,27,2,25,1.0,0.074,20,7,6,33,1.148148148148148,17,2.5,4,27,2,70,2,0.556,1,0.222,3,8,12.0,12.0,4358.148,3007.778
9980,1108.89,2963.13,9,1088.0,120.89,9,9,1,8,1.0,0.111,9,2,3,14,3.111111111111111,28,28.0,28,9,1,28,1,0.556,1,0.222,1,6,12.0,12.0,2577.778,2585.556
896830,4190.79,9102.66,214,79152.0,373.36,214,202,76,138,1.06,0.355,105,47,32,184,3.2009345794392523,35,6.289473684210527,35,214,76,495,42,0.356,1,0.213,8,46,11.911,11.792,8414.01,1586.436
6440,460.0,677.55,14,10.0,0.71,14,13,0,14,1.08,0.0,9,3,3,15,2.571428571428572,20,0.0,0,14,0,31,0,0.308,1,0.154,2,7,12.0,12.0,3946.154,2223.077
14400,200.0,411.37,72,290.0,4.03,72,37,0,72,1.95,0.0,12,7,10,29,0.5833333333333334,16,0.0,0,72,0,140,0,0.378,1,0.135,2,6,12.0,12.0,4548.378,1251.892
900,150.0,160.75,6,70.0,11.67,6,6,0,6,1.0,0.0,2,1,2,5,0.0,0,0.0,0,6,0,18,0,0.333,1,0.167,1,3,12.0,12.0,3800.0,740.0
320,64.0,40.99,5,40.0,8.0,5,4,0,5,1.25,0.0,1,0,1,2,0.0,0,0.0,0,5,0,24,0,0.5,1,0.25,1,2,12.0,12.0,5000.0,640.0
119000,9153.85,4017.59,13,13884.0,1068.0,13,13,13,0,1.0,1.0,3,2,1,6,4.538461538461538,13,4.538461538461538,13,13,13,80,12,0.538,1,0.308,1,2,12.0,12.0,13926.923,2695.385
23980,2997.5,4242.19,8,4272.0,534.0,8,8,4,4,1.0,0.5,7,2,4,13,2.875,10,5.25,10,8,4,40,2,0.375,1,0.25,1,4,12.0,12.0,3825.0,1397.5
143260,548.89,1833.74,261,8984.0,34.55,261,214,9,252,1.22,0.034,79,35,45,159,1.3754789272030652,20,3.0,6,261,9,495,3,0.407,1,0.131,2,15,11.944,11.888,2744.72,1724.439
1283730,7293.92,9110.29,176,132682.0,771.41,176,167,128,48,1.05,0.727,62,31,24,117,3.75,22,4.8828125,22,176,128,519,75,0.443,1,0.186,9,26,12.0,11.928,12147.844,1555.21
600,600.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,7.0,7,0.0,0,1,0,2,0,0.0,1,0.0,1,1,12.0,12.0,0.0,2800.0
19490,274.51,409.53,71,170.0,2.39,71,37,0,71,1.92,0.0,8,7,5,20,1.732394366197183,20,0.0,0,71,0,160,0,0.486,1,0.162,6,10,11.676,12.0,5921.622,1439.459
10400,520.0,877.84,20,0.0,0.0,20,20,0,20,1.0,0.0,5,3,5,13,2.5,20,0.0,0,20,0,57,0,0.55,1,0.1,1,4,12.0,12.0,4420.0,3876.5
670,60.91,117.77,11,0.0,0.0,11,8,0,11,1.38,0.0,7,0,4,11,2.0,12,0.0,0,11,0,29,0,0.625,1,0.125,2,3,12.0,12.0,6750.0,1982.5
26130,373.29,769.82,70,170.0,2.43,70,70,0,70,1.0,0.0,46,13,19,78,1.0714285714285714,20,0.0,0,70,0,153,0,0.443,1,0.229,4,17,11.829,12.0,2741.714,3387.286
1080580,11374.53,16356.87,95,96985.0,1065.77,95,81,94,1,1.17,0.989,8,7,7,22,6.042105263157895,35,5.97872340425532,35,95,94,357,51,0.37,1,0.198,1,10,11.704,11.852,18585.802,3007.16
161060,250.48,498.63,643,1830.0,2.85,643,355,0,643,1.81,0.0,21,19,20,60,1.5303265940902022,20,0.0,0,643,0,823,1,0.414,1,0.177,4,11,11.865,11.932,2941.437,1221.69
8700,511.76,647.34,17,0.0,0.0,17,17,0,17,1.0,0.0,14,2,8,24,2.5294117647058822,20,0.0,0,17,0,46,0,0.529,1,0.294,4,9,12.0,12.0,2218.824,3920.0
220,44.0,27.02,5,0.0,0.0,5,4,0,5,1.25,0.0,1,1,0,2,1.0,5,0.0,0,5,0,12,0,0.25,1,0.25,1,2,12.0,12.0,5500.0,1127.5
2450,816.67,1284.85,3,0.0,0.0,3,3,0,3,1.0,0.0,2,0,1,3,0.0,0,0.0,0,3,0,9,0,0.0,1,0.0,1,1,12.0,12.0,8000.0,2243.333
9310,310.33,650.94,30,10.0,0.33,30,25,0,30,1.2,0.0,1,1,1,3,1.6,20,0.0,0,30,0,53,0,0.4,1,0.16,1,2,11.52,12.0,5871.6,1954.4
5380,413.85,661.9,13,0.0,0.0,13,9,0,13,1.44,0.0,1,1,1,3,0.2307692307692307,3,0.0,0,13,0,17,0,0.444,1,0.0,1,4,12.0,12.0,555.556,3021.111
1950,650.0,522.02,3,0.0,0.0,3,3,0,3,1.0,0.0,1,0,1,2,0.0,0,0.0,0,3,0,5,0,0.333,1,0.0,1,1,12.0,12.0,5393.333,1463.333
21100,439.58,1222.82,48,160.0,3.33,48,47,0,48,1.02,0.0,3,3,3,9,1.3541666666666667,20,0.0,0,48,0,113,0,0.404,1,0.128,1,3,12.0,12.0,2485.532,2674.894
66940,1217.09,3006.15,55,7546.0,137.2,55,54,7,48,1.02,0.127,35,7,15,57,0.9818181818181818,16,5.285714285714286,12,55,7,124,6,0.333,1,0.167,3,19,12.0,12.0,4753.519,1458.704
16490,687.08,1597.11,24,1178.0,49.08,24,24,1,23,1.0,0.042,9,5,8,22,1.625,20,5.0,5,24,1,57,1,0.375,1,0.125,1,5,12.0,12.0,4566.25,1837.5
35610,962.43,2217.93,37,5470.0,147.84,37,26,5,32,1.42,0.135,13,8,9,30,1.2702702702702702,20,4.6,12,37,5,111,1,0.269,1,0.154,1,5,11.538,11.962,3592.692,1025.769
6070,209.31,605.37,29,180.0,6.21,29,22,0,29,1.32,0.0,13,4,7,24,1.0344827586206895,20,0.0,0,29,0,58,0,0.182,1,0.045,1,4,11.455,12.0,5436.364,1349.091
167970,1908.75,3811.17,88,20372.0,231.5,88,80,19,69,1.1,0.216,58,20,27,105,2.272727272727273,22,5.157894736842105,22,88,19,222,13,0.35,1,0.238,3,26,11.9,11.85,6741.625,1626.125
1500,1500.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,1,2,0.0,0,0.0,0,1,0,1,0,1.0,1,0.0,1,1,12.0,12.0,0.0,1670.0
23850,287.35,552.87,83,180.0,2.17,83,63,0,83,1.32,0.0,46,12,21,79,1.4819277108433735,20,0.0,0,83,0,152,0,0.365,1,0.222,6,17,11.81,11.905,2751.111,2804.762
51800,3700.0,5169.95,14,5410.0,386.43,14,13,5,9,1.08,0.357,9,3,4,16,1.1428571428571428,4,3.2,4,14,5,67,4,0.308,1,0.231,2,6,12.0,12.0,8751.538,3136.154
39770,1169.71,2804.14,34,5390.0,158.53,34,22,5,29,1.55,0.147,15,6,14,35,1.6470588235294117,20,4.4,5,34,5,96,3,0.455,1,0.045,3,6,12.0,12.0,1999.545,1704.545
8870,277.19,506.48,32,70.0,2.19,32,21,0,32,1.52,0.0,11,4,6,21,0.71875,20,0.0,0,32,0,72,0,0.571,1,0.238,1,6,12.0,12.0,4150.0,1576.667
57230,2601.36,7667.39,22,2136.0,101.71,22,16,3,19,1.38,0.136,4,3,3,10,3.363636363636364,35,17.0,35,22,3,63,3,0.375,1,0.062,1,6,12.0,11.125,5250.0,2426.25
4040,288.57,710.31,14,0.0,0.0,14,12,0,14,1.17,0.0,9,1,4,14,1.2142857142857142,17,0.0,0,14,0,31,0,0.333,1,0.083,1,4,12.0,12.0,6846.667,1844.167
0,0.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,0,2,0.0,0,0.0,0,1,0,1,0,1.0,1,0.0,1,1,12.0,12.0,0.0,480.0
76070,243.81,504.18,312,880.0,2.82,312,124,0,312,2.52,0.0,3,3,2,8,1.1378205128205128,20,0.0,0,312,0,469,0,0.524,1,0.129,2,6,12.0,12.0,3246.452,1305.081
121080,7122.35,8568.21,17,15032.0,884.24,17,17,14,3,1.0,0.824,11,5,4,20,3.3529411764705883,12,4.071428571428571,12,17,14,83,9,0.353,1,0.176,1,4,12.0,12.0,13674.706,1662.353
6070,3035.0,4193.14,2,1068.0,534.0,2,2,1,1,1.0,0.5,2,0,0,2,1.5,3,3.0,3,2,1,10,0,0.5,1,0.5,1,1,12.0,12.0,7045.0,3370.0
14000,318.18,652.22,44,90.0,2.05,44,22,0,44,2.0,0.0,2,2,3,7,2.4545454545454546,20,0.0,0,44,0,130,0,0.273,1,0.182,1,3,12.0,12.0,2363.636,1442.727
18960,267.04,540.75,71,300.0,4.23,71,35,0,71,2.03,0.0,14,8,6,28,0.6056338028169014,17,0.0,0,71,0,133,0,0.314,1,0.171,3,11,11.657,12.0,4600.286,1433.143
5500,458.33,796.91,12,0.0,0.0,12,12,0,12,1.0,0.0,3,1,1,5,7.25,20,0.0,0,12,0,35,0,0.5,1,0.083,1,3,12.0,12.0,456.667,3970.0
2430,162.0,243.43,15,40.0,2.67,15,15,0,15,1.0,0.0,15,3,5,23,0.2666666666666666,2,0.0,0,15,0,44,0,0.4,1,0.4,4,10,12.0,12.0,3208.0,2590.0
872020,7649.3,9433.84,114,96140.0,843.33,114,110,90,24,1.04,0.789,22,10,9,41,4.87719298245614,30,5.655555555555556,30,114,90,403,51,0.345,1,0.227,5,10,11.782,12.0,13918.455,1847.909
22930,521.14,1627.66,44,150.0,3.41,44,39,0,44,1.13,0.0,2,2,2,6,1.181818181818182,20,0.0,0,44,0,90,0,0.385,1,0.103,1,1,12.0,12.0,6910.256,2927.949
2520,120.0,233.3,21,60.0,2.86,21,18,0,21,1.17,0.0,2,1,2,5,2.0,19,0.0,0,21,0,40,0,0.389,1,0.222,1,2,12.0,12.0,6288.333,1468.889
464760,4041.39,7755.46,115,48330.0,423.95,115,100,46,69,1.15,0.4,81,40,31,152,2.4695652173913043,20,4.369565217391305,16,115,46,303,29,0.53,1,0.18,5,33,11.88,11.74,7898.5,2122.7
59600,3973.33,14672.65,15,1068.0,71.2,15,11,1,14,1.36,0.067,3,1,3,7,2.066666666666667,20,8.0,8,15,1,38,1,0.818,1,0.0,1,3,12.0,12.0,7090.909,1020.909
16820,254.85,441.06,66,210.0,3.18,66,61,0,66,1.08,0.0,41,7,19,67,2.075757575757576,20,0.0,0,66,0,115,0,0.525,1,0.213,6,19,12.0,11.852,2777.541,2686.885
8820,339.23,802.16,26,1088.0,41.85,26,24,1,25,1.08,0.038,13,5,5,23,1.807692307692308,20,2.0,2,26,1,67,0,0.375,1,0.292,2,7,12.0,12.0,7475.0,1561.667
45260,718.41,2586.99,63,4482.0,71.14,63,35,4,59,1.8,0.063,11,5,8,24,1.984126984126984,20,5.75,12,63,4,159,2,0.514,1,0.143,2,10,12.0,11.971,3508.857,1745.714
29270,234.16,507.72,125,680.0,5.44,125,101,0,125,1.24,0.0,40,13,19,72,1.568,20,0.0,0,125,0,236,0,0.416,1,0.218,2,17,12.0,11.703,5082.277,2140.99
9180,382.5,590.2,24,200.0,8.33,24,22,0,24,1.09,0.0,5,3,3,11,0.7916666666666666,18,0.0,0,24,0,71,0,0.455,1,0.227,1,3,12.0,12.0,2361.364,1811.364
108440,853.86,2848.3,127,6938.0,55.06,127,112,7,120,1.13,0.055,55,17,26,98,1.921259842519685,20,5.857142857142857,14,127,7,263,2,0.482,1,0.268,5,17,12.0,12.0,5619.018,2796.875
1080,135.0,269.6,8,0.0,0.0,8,8,0,8,1.0,0.0,3,1,1,5,0.0,0,0.0,0,8,0,17,0,0.25,1,0.25,2,2,12.0,11.75,9812.5,2831.25
48970,4451.82,5409.33,11,7476.0,747.6,11,9,8,3,1.22,0.727,5,2,2,9,4.2727272727272725,15,5.75,15,11,8,63,4,0.667,1,0.333,1,3,12.0,12.0,11698.889,1892.222
1140,126.67,104.28,9,0.0,0.0,9,9,0,9,1.0,0.0,2,1,1,4,1.2222222222222223,11,0.0,0,9,0,20,0,0.333,1,0.111,1,5,12.0,12.0,0.0,903.333
16150,336.46,647.01,48,120.0,2.5,48,30,0,48,1.6,0.0,14,6,12,32,2.25,20,0.0,0,48,0,109,0,0.5,1,0.233,2,14,12.0,12.0,4706.0,1856.333
950,105.56,188.69,9,40.0,4.44,9,7,0,9,1.29,0.0,1,1,1,3,4.444444444444445,20,0.0,0,9,0,13,0,0.286,1,0.0,1,1,12.0,12.0,2000.0,1432.857
156000,8210.53,5633.03,19,19224.0,1068.0,19,19,19,0,1.0,1.0,6,3,0,9,5.2631578947368425,16,5.2631578947368425,16,19,19,107,6,0.316,1,0.211,1,5,12.0,11.368,13471.053,2044.211
761100,1294.39,5318.26,588,53522.0,91.18,588,312,50,538,1.88,0.085,9,7,5,21,1.9285714285714288,35,6.68,35,588,50,877,24,0.343,1,0.151,2,12,11.885,12.0,5355.128,1648.974
550,78.57,84.94,7,0.0,0.0,7,5,0,7,1.4,0.0,2,1,2,5,0.1428571428571428,1,0.0,0,7,0,21,0,0.4,1,0.2,1,1,12.0,12.0,0.0,962.0
16700,363.04,654.17,46,10.0,0.22,46,23,0,46,2.0,0.0,1,1,1,3,1.3043478260869563,20,0.0,0,46,0,100,0,0.261,1,0.261,1,4,11.652,12.0,7693.913,3599.13
7180,478.67,787.9,15,40.0,2.67,15,13,0,15,1.15,0.0,3,3,2,8,3.333333333333333,20,0.0,0,15,0,54,0,0.769,1,0.308,1,1,12.0,12.0,7653.077,2837.692
16470,193.76,410.65,85,380.0,4.47,85,39,0,85,2.18,0.0,5,4,5,14,1.2117647058823529,20,0.0,0,85,0,164,0,0.359,1,0.179,1,2,12.0,12.0,4127.436,1265.128
5320,136.41,148.97,39,180.0,4.62,39,32,0,39,1.22,0.0,1,1,1,3,1.7179487179487178,20,0.0,0,39,0,94,0,0.344,1,0.188,1,5,12.0,12.0,2012.5,2506.875
95720,274.27,543.09,349,920.0,2.64,349,188,0,349,1.86,0.0,28,15,26,69,1.553008595988539,20,0.0,0,349,0,536,0,0.399,1,0.202,3,11,11.872,11.963,2327.926,2206.436
2290,99.57,133.77,23,0.0,0.0,23,23,0,23,1.0,0.0,1,1,1,3,2.260869565217391,20,0.0,0,23,0,55,0,0.348,1,0.043,1,1,12.0,12.0,565.217,1530.435
420,60.0,39.16,7,0.0,0.0,7,5,0,7,1.4,0.0,6,0,2,8,0.0,0,0.0,0,7,0,13,0,0.2,1,0.0,1,3,12.0,12.0,6600.0,934.0
72000,8000.0,4301.16,9,9612.0,1068.0,9,9,9,0,1.0,1.0,1,1,0,2,5.444444444444445,16,5.444444444444445,16,9,9,62,7,0.444,1,0.222,1,2,12.0,12.0,13038.889,593.333
3020,1510.0,2107.18,2,0.0,0.0,2,2,0,2,1.0,0.0,1,0,0,1,0.0,0,0.0,0,2,0,5,0,0.0,1,0.0,2,2,12.0,12.0,5625.0,2275.0
89860,3328.15,5201.28,27,7476.0,287.54,27,27,8,19,1.0,0.296,22,8,6,36,2.4814814814814814,16,6.625,16,27,8,89,7,0.333,1,0.148,3,10,12.0,12.0,6161.111,1548.889
25200,600.0,1918.71,42,10.0,0.24,42,36,1,41,1.17,0.024,17,5,8,30,2.857142857142857,20,13.0,13,42,1,100,0,0.333,1,0.167,3,7,11.333,12.0,5482.778,2921.667
49710,345.21,711.35,144,170.0,1.18,144,51,0,144,2.82,0.0,5,4,5,14,3.180555555555556,20,0.0,0,144,0,279,0,0.353,1,0.176,2,8,11.882,11.98,1967.647,1920.0
10950,254.65,615.03,43,140.0,3.26,43,38,0,43,1.13,0.0,26,7,10,43,1.162790697674419,20,0.0,0,43,0,84,0,0.342,1,0.158,4,12,12.0,12.0,2304.737,1850.263
116000,8285.71,6094.49,14,13884.0,1068.0,14,14,14,0,1.0,1.0,1,1,0,2,7.5,16,7.5,16,14,14,84,8,0.5,1,0.143,1,1,12.0,11.571,16360.0,576.429
5340,197.78,463.46,27,40.0,1.48,27,6,0,27,4.5,0.0,3,2,2,7,2.3703703703703702,20,0.0,0,27,0,77,0,0.5,1,0.167,1,3,12.0,12.0,900.0,920.0
42650,4265.0,7945.74,10,3204.0,320.4,10,9,3,7,1.11,0.3,6,1,2,9,1.4,6,4.666666666666667,6,10,3,43,3,0.333,1,0.444,1,4,12.0,12.0,14191.111,1312.222
65000,8125.0,5841.66,8,8544.0,1068.0,8,8,8,0,1.0,1.0,1,1,0,2,6.0,18,6.0,18,8,8,56,10,0.25,1,0.125,1,2,12.0,12.0,11742.5,1261.25
342230,753.81,2427.05,454,25524.0,56.22,454,206,23,431,2.2,0.051,3,3,1,7,1.5330396475770924,20,4.565217391304348,17,454,23,690,12,0.451,1,0.165,1,7,11.942,11.85,3398.398,1440.68
35010,307.11,576.78,114,180.0,1.58,114,98,0,114,1.16,0.0,71,20,42,133,1.719298245614035,20,0.0,0,114,0,241,0,0.418,1,0.194,8,23,11.969,12.0,3428.673,2520.102
10480,349.33,822.98,30,120.0,4.0,30,25,0,30,1.2,0.0,7,6,8,21,0.4666666666666667,9,0.0,0,30,0,93,0,0.28,1,0.24,2,6,12.0,12.0,2703.6,1667.2
5000,5000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,0,0,1,7.0,7,7.0,7,1,1,10,0,1.0,1,0.0,1,1,12.0,12.0,12000.0,2320.0
120,40.0,26.46,3,0.0,0.0,3,3,0,3,1.0,0.0,1,1,1,3,5.666666666666667,16,0.0,0,3,0,14,0,0.333,1,0.0,1,1,12.0,12.0,0.0,716.667
124040,2033.44,3957.63,61,16120.0,268.67,61,53,16,45,1.15,0.262,22,7,7,36,3.081967213114754,35,8.0,35,61,16,168,15,0.434,1,0.245,1,9,11.774,12.0,5020.943,2884.717
8840,327.41,633.13,27,120.0,4.44,27,26,0,27,1.04,0.0,20,6,10,36,0.7407407407407407,20,0.0,0,27,0,75,0,0.423,1,0.192,4,13,12.0,12.0,2630.769,2373.846
9640,321.33,656.38,30,40.0,1.33,30,26,0,30,1.15,0.0,21,3,12,36,1.4333333333333331,20,0.0,0,30,0,66,0,0.654,1,0.038,5,8,12.0,12.0,2381.538,2386.154
24770,215.39,459.95,115,310.0,2.7,115,101,0,115,1.14,0.0,56,16,30,102,0.6173913043478261,20,0.0,0,115,0,214,0,0.366,1,0.139,2,10,11.881,12.0,3871.287,1136.733
39700,1890.48,3143.72,21,5360.0,255.24,21,21,5,16,1.0,0.238,16,5,9,30,2.7142857142857144,20,3.4,6,21,5,57,2,0.381,1,0.238,4,10,12.0,12.0,11848.571,3180.476
280,56.0,81.12,5,10.0,2.0,5,4,0,5,1.25,0.0,2,1,1,4,0.4,2,0.0,0,5,0,8,0,1.0,1,0.25,1,2,12.0,12.0,3752.5,1745.0
388830,3534.82,5490.2,110,41822.0,380.2,110,106,39,71,1.04,0.355,69,28,24,121,2.5090909090909093,29,5.897435897435898,29,110,39,328,31,0.321,1,0.16,10,27,12.0,12.0,7199.906,2133.868
100,100.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,3,0,1.0,1,0.0,1,1,12.0,12.0,0.0,800.0
260000,8666.67,6348.14,30,30972.0,1068.0,30,27,30,0,1.11,1.0,2,6,2,10,4.733333333333333,18,4.733333333333333,18,30,30,170,18,0.444,1,0.148,1,3,12.0,11.926,13521.852,1462.963
10100,420.83,641.17,24,40.0,1.67,24,22,0,24,1.09,0.0,16,5,8,29,2.375,20,0.0,0,24,0,69,0,0.5,1,0.182,1,7,11.455,12.0,4383.636,3730.909
500,125.0,92.56,4,0.0,0.0,4,4,0,4,1.0,0.0,2,1,2,5,0.25,1,0.0,0,4,0,12,0,0.25,1,0.0,1,1,12.0,12.0,3150.0,1585.0
44660,291.9,579.58,153,0.0,0.0,153,148,0,153,1.03,0.0,67,17,31,115,1.568627450980392,20,0.0,0,153,0,280,0,0.432,1,0.223,11,28,11.919,12.0,4570.676,2545.878
155920,1813.02,6728.29,86,11818.0,137.42,86,74,11,75,1.16,0.128,31,13,20,64,1.744186046511628,25,7.363636363636363,25,86,11,219,6,0.405,1,0.203,2,16,11.838,11.973,6381.216,1800.0
6840,427.5,1303.9,16,90.0,5.62,16,16,0,16,1.0,0.0,7,3,6,16,2.6875,20,0.0,0,16,0,42,0,0.438,1,0.062,1,5,11.25,12.0,6421.875,1380.0
3970,441.11,1002.51,9,0.0,0.0,9,9,0,9,1.0,0.0,2,1,2,5,0.1111111111111111,1,0.0,0,9,0,31,0,0.111,1,0.222,1,1,12.0,12.0,8724.444,1711.111
1281810,288.44,691.17,4444,12290.0,2.77,4444,1715,0,4444,2.59,0.0,8,9,4,21,1.4228172817281728,20,0.0,0,4444,0,2899,1,0.451,1,0.164,10,51,11.986,11.939,3811.79,1582.286
20250,293.48,600.77,69,290.0,4.2,69,55,0,69,1.25,0.0,1,1,0,2,0.9420289855072465,20,0.0,0,69,0,155,0,0.436,1,0.236,4,18,12.0,11.782,3250.909,2457.636
20310,189.81,332.29,107,530.0,4.95,107,53,0,107,2.02,0.0,1,1,1,3,0.7476635514018691,20,0.0,0,107,0,194,0,0.453,1,0.132,2,4,11.547,12.0,3969.245,1264.717
71300,11883.33,13853.58,6,5340.0,890.0,6,6,5,1,1.0,0.833,6,3,2,11,4.0,7,4.8,7,6,5,40,3,0.167,1,0.333,1,3,12.0,12.0,17403.333,4656.667
970,88.18,142.25,11,0.0,0.0,11,9,0,11,1.22,0.0,1,1,1,3,1.818181818181818,20,0.0,0,11,0,25,0,0.556,1,0.111,1,1,12.0,12.0,888.889,2003.333
200,200.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,0,2,0.0,0,0.0,0,1,0,1,0,0.0,1,1.0,1,1,12.0,12.0,6050.0,2280.0
104930,561.12,1800.24,187,8834.0,47.24,187,82,8,179,2.28,0.043,3,2,4,9,0.8021390374331551,20,3.75,7,187,8,343,4,0.549,1,0.122,5,12,12.0,12.0,3142.317,1566.829
60000,8571.43,5996.03,7,7476.0,1068.0,7,7,7,0,1.0,1.0,4,2,0,6,4.714285714285714,9,4.714285714285714,9,7,7,44,4,0.429,1,0.0,1,3,12.0,12.0,17187.143,2761.429
25000,6250.0,4031.13,4,4272.0,1068.0,4,4,4,0,1.0,1.0,4,2,0,6,4.75,7,4.75,7,4,4,29,2,0.25,1,0.0,1,4,12.0,12.0,7262.5,940.0
32740,376.32,755.66,87,150.0,1.72,87,69,0,87,1.26,0.0,3,3,3,9,1.942528735632184,20,0.0,0,87,0,158,0,0.333,1,0.203,1,1,12.0,12.0,2551.594,2298.696
91590,1606.84,4439.97,57,8644.0,151.65,57,40,8,49,1.42,0.14,15,8,8,31,2.508771929824561,20,4.125,12,57,8,130,7,0.5,1,0.15,4,11,12.0,12.0,6050.75,2599.5
50420,370.74,771.32,136,1228.0,9.03,136,75,1,135,1.81,0.007,12,9,8,29,2.022058823529412,20,0.0,0,136,1,252,2,0.387,1,0.147,1,5,12.0,12.0,4825.867,2079.867
37740,618.69,964.42,61,190.0,3.11,61,24,0,61,2.54,0.0,3,2,3,8,3.2295081967213117,20,0.0,0,61,0,120,0,0.333,1,0.167,1,6,12.0,11.5,3294.167,3115.417
65000,7222.22,3382.96,9,9612.0,1068.0,9,8,9,0,1.12,1.0,3,2,1,6,4.666666666666667,7,4.666666666666667,7,9,9,59,6,0.5,1,0.25,1,2,12.0,12.0,8415.0,1303.75
4320,432.0,816.44,10,0.0,0.0,10,10,0,10,1.0,0.0,2,1,2,5,2.1,20,0.0,0,10,0,24,0,0.6,1,0.2,1,2,12.0,12.0,1700.0,1224.0
6000,6000.0,0.0,1,0.0,0.0,1,1,1,0,1.0,1.0,1,1,1,3,13.0,13,13.0,13,1,1,9,1,0.0,3,0.0,1,1,12.0,12.0,8000.0,1270.0
289970,278.02,549.31,1043,2610.0,2.5,1043,485,0,1043,2.15,0.0,44,37,18,99,1.180249280920422,20,0.0,0,1043,0,1201,0,0.421,1,0.153,3,15,11.975,11.975,3945.773,1595.67
121630,5067.92,11300.54,24,5400.0,234.78,24,21,6,18,1.14,0.25,7,5,7,19,3.25,20,9.666666666666666,20,24,6,73,8,0.286,1,0.143,1,6,12.0,11.429,7400.0,2837.143
106940,1843.79,5800.17,58,9712.0,167.45,58,55,9,49,1.05,0.155,37,14,17,68,2.0172413793103448,24,7.666666666666667,24,58,9,163,5,0.436,1,0.145,7,17,11.855,12.0,5085.091,1767.091
216220,336.27,704.62,643,2160.0,3.36,643,231,0,643,2.78,0.0,15,15,7,37,1.8709175738724728,20,0.0,0,643,0,805,1,0.364,1,0.152,2,22,11.948,11.987,4301.645,1703.247
1280,320.0,390.21,4,0.0,0.0,4,4,0,4,1.0,0.0,2,0,1,3,0.0,0,0.0,0,4,0,7,0,0.25,1,0.0,1,1,12.0,12.0,0.0,1830.0
1600,533.33,513.16,3,80.0,26.67,3,3,0,3,1.0,0.0,1,1,1,3,0.0,0,0.0,0,3,0,14,0,0.0,1,0.0,1,1,8.0,12.0,0.0,803.333
221050,5023.86,7587.08,44,24784.0,563.27,44,38,23,21,1.16,0.523,10,5,6,21,4.181818181818182,20,5.695652173913044,19,44,23,162,11,0.395,1,0.263,4,14,12.0,12.0,8255.263,2156.579
442070,6907.34,9840.33,64,51264.0,801.0,64,56,48,16,1.14,0.75,9,1,8,18,4.046875,33,4.895833333333333,33,64,48,254,24,0.411,1,0.232,3,7,12.0,12.0,10260.536,2520.0
800,66.67,51.58,12,0.0,0.0,12,3,0,12,4.0,0.0,2,0,2,4,0.0,0,0.0,0,12,0,19,0,0.0,1,0.0,1,1,12.0,12.0,0.0,266.667
339180,5218.15,11270.21,65,21450.0,335.16,65,59,21,44,1.1,0.323,19,10,8,37,2.3846153846153846,20,4.9523809523809526,11,65,21,199,17,0.441,1,0.203,3,10,12.0,12.0,8895.424,1970.678
720,180.0,231.37,4,0.0,0.0,4,4,0,4,1.0,0.0,2,0,1,3,0.0,0,0.0,0,4,0,6,0,0.25,1,0.0,1,1,12.0,12.0,2802.5,2097.5
8140,1162.86,1221.06,7,100.0,14.29,7,6,0,7,1.17,0.0,4,0,1,5,0.1428571428571428,1,0.0,0,7,0,17,0,0.667,1,0.167,1,2,12.0,12.0,0.0,1751.667
